09:22:34.866 23.1C | 3.00 V
17:58:32.008 22.8C | 2.61 V
17:58:33.007 22.8C | 2.64 V
17:58:34.008 22.8C | 2.61 V
17:58:35.007 22.8C | 2.62 V
17:58:37.007 22.8C | 2.62 V
17:58:38.008 22.8C | 2.61 V
17:58:39.007 22.8C | 2.62 V
17:58:40.007 22.8C | 2.63 V
17:58:41.008 22.8C | 2.61 V
17:58:43.008 22.8C | 2.61 V
17:58:44.008 22.8C | 2.62 V
17:58:45.008 22.8C | 2.63 V
17:58:46.007 22.8C | 2.63 V
17:58:48.008 22.8C | 2.65 V
17:58:49.008 22.8C | 2.62 V
17:58:50.009 22.8C | 2.63 V
17:58:51.007 22.8C | 2.64 V
17:58:52.008 22.8C | 2.62 V
17:58:54.008 22.8C | 2.63 V
17:58:55.007 22.8C | 2.64 V
17:58:56.007 22.8C | 2.62 V
17:58:57.007 22.8C | 2.63 V
17:58:59.009 22.8C | 2.65 V
17:59:00.007 22.8C | 2.63 V
17:59:01.007 22.8C | 2.62 V
17:59:02.008 22.8C | 2.63 V
17:59:03.007 22.8C | 2.62 V
17:59:05.007 22.8C | 2.62 V
17:59:06.007 22.8C | 2.63 V
17:59:07.010 22.8C | 2.61 V
17:59:08.542 22.8C | 2.61 V
17:59:10.007 22.8C | 2.63 V
17:59:11.007 22.8C | 2.61 V
17:59:12.008 22.8C | 2.63 V
17:59:13.007 22.8C | 2.66 V
17:59:14.007 22.8C | 2.64 V
17:59:16.007 22.8C | 2.64 V
17:59:17.007 22.8C | 2.65 V
17:59:18.008 22.8C | 2.64 V
17:59:19.007 22.8C | 2.63 V
17:59:21.007 22.8C | 2.64 V
17:59:22.007 22.8C | 2.61 V
17:59:23.007 22.8C | 2.65 V
17:59:24.009 22.8C | 2.67 V
17:59:26.007 22.8C | 2.66 V
17:59:27.008 22.8C | 2.66 V
17:59:28.008 22.8C | 2.68 V
17:59:29.008 22.8C | 2.65 V
17:59:30.007 22.8C | 2.65 V
17:59:32.007 22.8C | 2.66 V
17:59:33.008 22.8C | 2.65 V
17:59:34.007 22.8C | 2.65 V
17:59:35.007 22.8C | 2.66 V
17:59:37.007 22.8C | 2.64 V
17:59:38.008 22.8C | 2.63 V
17:59:39.007 22.8C | 2.67 V
17:59:40.007 22.8C | 2.65 V
17:59:41.012 22.8C | 2.64 V
17:59:43.007 22.8C | 2.65 V
17:59:44.007 22.8C | 2.64 V
17:59:45.007 22.8C | 2.63 V
17:59:46.008 22.8C | 2.63 V
17:59:48.007 22.7C | 2.60 V
17:59:48.663 22.8C | 2.61 V
17:59:50.007 22.8C | 2.65 V
17:59:51.008 22.8C | 2.63 V
17:59:52.007 22.8C | 2.62 V
17:59:54.008 22.8C | 2.64 V
17:59:55.007 22.8C | 2.63 V
17:59:56.008 22.8C | 2.62 V
17:59:57.007 22.8C | 2.63 V
17:59:59.008 22.8C | 2.64 V
18:00:00.007 22.8C | 2.65 V
18:00:01.007 22.8C | 2.66 V
18:00:02.008 22.8C | 2.65 V
18:00:03.007 22.8C | 2.65 V
18:00:05.007 22.8C | 2.66 V
18:00:06.007 22.8C | 2.65 V
18:00:07.008 22.8C | 2.64 V
18:00:08.008 22.8C | 2.66 V
18:00:10.008 22.8C | 2.65 V
18:00:11.007 22.8C | 2.65 V
18:00:12.007 22.7C | 2.65 V
18:00:13.007 22.8C | 2.63 V
18:00:15.009 22.7C | 2.62 V
18:00:16.007 22.8C | 2.61 V
18:00:17.008 22.8C | 2.63 V
18:00:18.008 22.7C | 2.61 V
18:00:19.007 22.8C | 2.62 V
18:00:20.318 22.8C | 2.64 V
18:00:22.008 22.7C | 2.63 V
18:00:23.008 22.8C | 2.67 V
18:00:24.007 22.8C | 2.67 V
18:00:26.007 22.7C | 2.66 V
18:00:27.007 22.7C | 2.67 V
18:00:28.007 22.8C | 2.67 V
18:00:29.007 22.8C | 2.67 V
18:00:30.009 22.8C | 2.67 V
18:00:32.007 22.8C | 2.67 V
18:00:33.007 22.7C | 2.65 V
18:00:34.007 22.8C | 2.66 V
18:00:35.008 22.8C | 2.65 V
18:00:37.010 22.8C | 2.65 V
18:00:38.007 22.8C | 2.66 V
18:00:39.007 22.8C | 2.64 V
18:00:40.008 22.8C | 2.64 V
18:00:41.007 22.8C | 2.66 V
18:00:43.007 22.8C | 2.66 V
18:00:44.007 22.7C | 2.63 V
18:00:45.007 22.8C | 2.66 V
18:00:46.007 22.7C | 2.66 V
18:00:48.007 22.8C | 2.65 V
18:00:49.007 22.8C | 2.66 V
18:00:50.008 22.8C | 2.66 V
18:00:51.008 22.8C | 2.64 V
18:00:52.008 22.8C | 2.65 V
18:00:54.007 22.8C | 2.67 V
18:00:55.008 22.8C | 2.65 V
18:00:56.008 22.8C | 2.66 V
18:00:57.007 22.8C | 2.67 V
18:00:59.008 22.8C | 2.65 V
18:01:00.007 22.8C | 2.66 V
18:01:01.008 22.8C | 2.65 V
18:01:02.007 22.8C | 2.64 V
18:01:04.008 22.8C | 2.65 V
18:01:05.008 22.8C | 2.66 V
18:01:06.007 22.8C | 2.64 V
18:01:07.007 22.8C | 2.65 V
18:01:08.008 22.8C | 2.66 V
18:01:10.007 22.8C | 2.64 V
18:01:10.820 22.8C | 2.65 V
18:01:12.007 22.8C | 2.66 V
18:01:13.007 22.8C | 2.63 V
18:01:15.008 22.7C | 2.65 V
18:01:16.008 22.8C | 2.66 V
18:01:17.007 22.8C | 2.64 V
18:01:18.007 22.8C | 2.64 V
18:01:19.008 22.8C | 2.65 V
18:01:21.011 22.8C | 2.63 V
18:01:22.007 22.7C | 2.63 V
18:01:23.007 22.8C | 2.65 V
18:01:24.007 22.8C | 2.64 V
18:01:26.007 22.8C | 2.65 V
18:01:27.007 22.8C | 2.65 V
18:01:28.007 22.7C | 2.64 V
18:01:29.007 22.7C | 2.63 V
18:01:30.007 22.7C | 2.67 V
18:01:32.007 22.7C | 2.65 V
18:01:33.007 22.7C | 2.65 V
18:01:34.007 22.8C | 2.67 V
18:01:35.007 22.8C | 2.65 V
18:01:37.007 22.7C | 2.65 V
18:01:38.008 22.8C | 2.66 V
18:01:39.007 22.7C | 2.63 V
18:01:40.007 22.7C | 2.64 V
18:01:41.007 22.7C | 2.66 V
18:01:43.008 22.7C | 2.64 V
18:01:44.007 22.7C | 2.65 V
18:01:45.012 22.7C | 2.66 V
18:01:46.007 22.7C | 2.64 V
18:01:48.007 22.7C | 2.63 V
18:01:49.007 22.8C | 2.66 V
18:01:50.007 22.7C | 2.64 V
18:01:51.007 22.8C | 2.64 V
18:01:53.010 22.7C | 2.66 V
18:01:54.007 22.7C | 2.62 V
18:01:55.008 22.7C | 2.62 V
18:01:56.007 22.7C | 2.65 V
18:01:57.007 22.7C | 2.62 V
18:01:59.008 22.7C | 2.62 V
18:02:00.008 22.7C | 2.65 V
18:02:01.008 22.7C | 2.64 V
18:02:02.008 22.7C | 2.63 V
18:02:04.008 22.7C | 2.62 V
18:02:05.009 22.7C | 2.64 V
18:02:06.008 22.7C | 2.63 V
18:02:07.007 22.7C | 2.66 V
18:02:08.007 22.7C | 2.64 V
18:02:10.009 22.7C | 2.63 V
18:02:11.007 22.7C | 2.62 V
18:02:12.008 22.7C | 2.62 V
18:02:13.008 22.7C | 2.63 V
18:02:15.007 22.7C | 2.63 V
18:02:16.008 22.7C | 2.63 V
18:02:17.008 22.7C | 2.63 V
18:02:18.007 22.7C | 2.62 V
18:02:19.008 22.7C | 2.64 V
18:02:21.007 22.7C | 2.66 V
18:02:22.007 22.7C | 2.67 V
18:02:23.252 22.7C | 2.65 V
18:02:24.007 22.7C | 2.64 V
18:02:26.007 22.7C | 2.65 V
18:02:27.008 22.7C | 2.65 V
18:02:28.008 22.7C | 2.64 V
18:02:29.008 22.7C | 2.66 V
18:02:30.008 22.7C | 2.64 V
18:02:32.007 22.7C | 2.64 V
18:02:33.007 22.7C | 2.65 V
18:02:34.007 22.7C | 2.64 V
18:02:35.007 22.7C | 2.62 V
18:02:37.007 22.7C | 2.64 V
18:02:38.008 22.7C | 2.62 V
18:02:39.007 22.7C | 2.63 V
18:02:40.007 22.7C | 2.64 V
18:02:42.007 22.7C | 2.66 V
18:02:43.008 22.7C | 2.65 V
18:02:44.007 22.7C | 2.66 V
18:02:45.007 22.7C | 2.64 V
18:02:46.008 22.7C | 2.63 V
18:02:48.007 22.7C | 2.66 V
18:02:49.007 22.7C | 2.64 V
18:02:50.008 22.7C | 2.63 V
18:02:51.007 22.7C | 2.63 V
18:02:53.007 22.7C | 2.63 V
18:02:54.008 22.7C | 2.61 V
18:02:55.007 22.7C | 2.63 V
18:02:56.008 22.7C | 2.61 V
18:02:57.007 22.7C | 2.60 V
18:02:59.027 22.7C | 2.62 V
18:03:00.007 22.7C | 2.63 V
18:03:01.007 22.7C | 2.65 V
18:03:02.129 22.7C | 2.68 V
18:03:04.007 22.7C | 2.67 V
18:03:05.007 22.7C | 2.66 V
18:03:06.007 22.8C | 2.66 V
18:03:07.008 22.7C | 2.66 V
18:03:08.008 22.7C | 2.66 V
18:03:10.007 22.7C | 2.67 V
18:03:11.010 22.7C | 2.66 V
18:03:12.436 22.7C | 2.64 V
18:03:13.008 22.7C | 2.65 V
18:03:15.007 22.7C | 2.65 V
18:03:16.008 22.7C | 2.64 V
18:03:17.008 22.7C | 2.65 V
18:03:18.007 22.7C | 2.64 V
18:03:19.008 22.7C | 2.63 V
18:03:21.007 22.7C | 2.64 V
18:03:22.008 22.7C | 2.63 V
18:03:23.009 22.7C | 2.62 V
18:03:24.007 22.7C | 2.66 V
18:03:26.007 22.7C | 2.67 V
18:03:27.007 22.7C | 2.65 V
18:03:28.007 22.7C | 2.65 V
18:03:29.010 22.7C | 2.66 V
18:03:31.007 22.7C | 2.64 V
18:03:32.008 22.7C | 2.65 V
18:03:33.008 22.7C | 2.66 V
18:03:34.007 22.7C | 2.65 V
18:03:35.007 22.7C | 2.66 V
18:03:37.008 22.7C | 2.67 V
18:03:38.007 22.7C | 2.65 V
18:03:39.007 22.7C | 2.66 V
18:03:40.008 22.7C | 2.67 V
18:03:42.008 22.7C | 2.65 V
18:03:43.007 22.7C | 2.67 V
18:03:44.008 22.7C | 2.68 V
18:03:45.007 22.7C | 2.65 V
18:03:46.007 22.7C | 2.66 V
18:03:48.007 22.7C | 2.68 V
18:03:49.007 22.7C | 2.65 V
18:03:50.008 22.7C | 2.67 V
18:03:51.091 22.7C | 2.66 V
18:03:53.008 22.7C | 2.65 V
18:03:54.007 22.7C | 2.65 V
18:03:55.009 22.7C | 2.66 V
18:03:56.008 22.7C | 2.62 V
18:03:57.008 22.7C | 2.60 V
18:03:59.007 22.7C | 2.61 V
18:04:00.007 22.7C | 2.65 V
18:04:01.007 22.7C | 2.66 V
18:04:02.007 22.7C | 2.67 V
18:04:04.007 22.7C | 2.64 V
18:04:05.007 22.7C | 2.65 V
18:04:06.008 22.7C | 2.66 V
18:04:07.007 22.7C | 2.64 V
18:04:08.008 22.7C | 2.64 V
18:04:10.008 22.7C | 2.62 V
18:04:11.007 22.7C | 2.62 V
18:04:12.008 22.7C | 2.64 V
18:04:13.007 22.7C | 2.66 V
18:04:15.013 22.7C | 2.64 V
18:04:16.008 22.7C | 2.65 V
18:04:17.008 22.7C | 2.65 V
18:04:18.008 22.7C | 2.63 V
18:04:20.007 22.7C | 2.64 V
18:04:21.008 22.7C | 2.65 V
18:04:22.008 22.7C | 2.63 V
18:04:23.007 22.7C | 2.62 V
18:04:24.007 22.7C | 2.64 V
18:04:26.007 22.7C | 2.64 V
18:04:27.008 22.7C | 2.64 V
18:04:28.008 22.7C | 2.65 V
18:04:29.008 22.7C | 2.64 V
18:04:31.007 22.7C | 2.64 V
18:04:32.007 22.7C | 2.65 V
18:04:33.007 22.7C | 2.64 V
18:04:34.007 22.7C | 2.64 V
18:04:35.008 22.7C | 2.67 V
18:04:37.007 22.7C | 2.65 V
18:04:38.008 22.7C | 2.64 V
18:04:39.007 22.7C | 2.65 V
18:04:40.007 22.7C | 2.65 V
18:04:42.007 22.7C | 2.65 V
18:04:43.007 22.7C | 2.67 V
18:04:44.199 22.7C | 2.65 V
18:04:45.007 22.7C | 2.65 V
18:04:46.007 22.7C | 2.67 V
18:04:48.007 22.7C | 2.65 V
18:04:49.007 22.7C | 2.65 V
18:04:50.007 22.7C | 2.66 V
18:04:51.007 22.7C | 2.65 V
18:04:53.008 22.7C | 2.65 V
18:04:54.007 22.7C | 2.66 V
18:04:55.008 22.7C | 2.66 V
18:04:56.007 22.7C | 2.65 V
18:04:58.010 22.7C | 2.67 V
18:04:59.008 22.7C | 2.65 V
18:05:00.007 22.7C | 2.65 V
18:05:01.573 22.7C | 2.67 V
18:05:02.007 22.7C | 2.66 V
18:05:04.008 22.7C | 2.65 V
18:05:05.007 22.7C | 2.66 V
18:05:06.007 22.7C | 2.66 V
18:05:07.008 22.7C | 2.65 V
18:05:09.007 22.7C | 2.67 V
18:05:10.008 22.7C | 2.66 V
18:05:11.007 22.7C | 2.65 V
18:05:12.008 22.7C | 2.66 V
18:05:13.008 22.7C | 2.65 V
18:05:15.009 22.7C | 2.65 V
18:05:16.008 22.7C | 2.66 V
18:05:17.008 22.7C | 2.65 V
18:05:18.007 22.7C | 2.64 V
18:05:20.007 22.7C | 2.67 V
18:05:21.007 22.7C | 2.65 V
18:05:22.009 22.7C | 2.65 V
18:05:23.009 22.7C | 2.67 V
18:05:24.007 22.7C | 2.65 V
18:05:26.008 22.7C | 2.65 V
18:05:27.007 22.7C | 2.66 V
18:05:28.007 22.7C | 2.65 V
18:05:29.007 22.7C | 2.65 V
18:05:31.008 22.7C | 2.66 V
18:05:32.008 22.7C | 2.66 V
18:05:33.010 22.7C | 2.64 V
18:05:34.007 22.7C | 2.66 V
18:05:35.007 22.7C | 2.65 V
18:05:37.009 22.7C | 2.65 V
18:05:38.007 22.7C | 2.66 V
18:05:39.007 22.7C | 2.65 V
18:05:40.262 22.7C | 2.65 V
18:05:42.007 22.7C | 2.67 V
18:05:43.007 22.7C | 2.65 V
18:05:44.011 22.7C | 2.65 V
18:05:45.007 22.7C | 2.66 V
18:05:47.007 22.7C | 2.65 V
18:05:48.007 22.7C | 2.65 V
18:05:49.007 22.7C | 2.67 V
18:05:50.335 22.7C | 2.66 V
18:05:51.008 22.7C | 2.65 V
18:05:53.007 22.7C | 2.67 V
18:05:54.008 22.7C | 2.65 V
18:05:55.007 22.7C | 2.65 V
18:05:56.008 22.7C | 2.67 V
18:05:58.008 22.7C | 2.66 V
18:05:59.008 22.7C | 2.65 V
18:06:00.008 22.7C | 2.66 V
18:06:01.011 22.7C | 2.66 V
18:06:02.007 22.7C | 2.65 V
18:06:04.007 22.7C | 2.66 V
18:06:05.008 22.7C | 2.66 V
18:06:06.008 22.7C | 2.65 V
18:06:07.007 22.7C | 2.66 V
18:06:09.008 22.7C | 2.66 V
18:06:10.007 22.7C | 2.65 V
18:06:11.009 22.7C | 2.67 V
18:06:12.007 22.7C | 2.67 V
18:06:13.007 22.7C | 2.65 V
18:06:15.008 22.7C | 2.66 V
18:06:16.007 22.7C | 2.66 V
18:06:17.007 22.7C | 2.65 V
18:06:18.007 22.7C | 2.66 V
18:06:20.037 22.7C | 2.67 V
18:06:21.007 22.7C | 2.66 V
18:06:22.008 22.7C | 2.67 V
18:06:23.007 22.7C | 2.67 V
18:06:24.007 22.7C | 2.66 V
18:06:26.007 22.7C | 2.67 V
18:06:27.007 22.7C | 2.67 V
18:06:28.009 22.7C | 2.66 V
18:06:29.113 22.7C | 2.67 V
18:06:31.007 22.7C | 2.67 V
18:06:32.008 22.7C | 2.66 V
18:06:33.009 22.7C | 2.67 V
18:06:34.007 22.7C | 2.68 V
18:06:36.008 22.7C | 2.66 V
18:06:37.008 22.7C | 2.67 V
18:06:38.007 22.7C | 2.67 V
18:06:39.007 22.7C | 2.67 V
18:06:40.009 22.7C | 2.68 V
18:06:42.008 22.7C | 2.68 V
18:06:43.008 22.7C | 2.66 V
18:06:44.008 22.7C | 2.68 V
18:06:45.008 22.7C | 2.69 V
18:06:47.007 22.7C | 2.66 V
18:06:48.008 22.7C | 2.67 V
18:06:49.010 22.7C | 2.69 V
18:06:50.009 22.7C | 2.66 V
18:06:51.008 22.7C | 2.68 V
18:06:53.010 22.7C | 2.68 V
18:06:54.007 22.7C | 2.66 V
18:06:55.007 22.7C | 2.68 V
18:06:56.008 22.7C | 2.68 V
18:06:58.007 22.7C | 2.66 V
18:06:59.007 22.7C | 2.68 V
18:07:00.007 22.7C | 2.69 V
18:07:01.008 22.7C | 2.66 V
18:07:02.007 22.7C | 2.68 V
18:07:04.007 22.7C | 2.68 V
18:07:05.008 22.7C | 2.66 V
18:07:06.007 22.7C | 2.67 V
18:07:07.007 22.7C | 2.68 V
18:07:09.008 22.7C | 2.66 V
18:07:10.007 22.7C | 2.67 V
18:07:11.007 22.7C | 2.69 V
18:07:12.008 22.7C | 2.66 V
18:07:13.008 22.7C | 2.67 V
18:07:15.007 22.7C | 2.68 V
18:07:16.007 22.7C | 2.66 V
18:07:17.007 22.7C | 2.66 V
18:07:18.009 22.7C | 2.66 V
18:07:19.237 22.7C | 2.66 V
18:07:21.007 22.7C | 2.67 V
18:07:22.007 22.7C | 2.69 V
18:07:23.008 22.7C | 2.66 V
18:07:25.007 22.7C | 2.67 V
18:07:26.007 22.7C | 2.68 V
18:07:27.007 22.7C | 2.66 V
18:07:28.008 22.7C | 2.67 V
18:07:29.007 22.7C | 2.68 V
18:07:31.009 22.7C | 2.66 V
18:07:32.007 22.7C | 2.67 V
18:07:33.008 22.7C | 2.68 V
18:07:34.007 22.7C | 2.67 V
18:07:36.007 22.7C | 2.66 V
18:07:37.008 22.7C | 2.67 V
18:07:38.007 22.7C | 2.67 V
18:07:39.302 22.7C | 2.66 V
18:07:40.008 22.7C | 2.68 V
18:07:42.009 22.7C | 2.67 V
18:07:43.007 22.7C | 2.66 V
18:07:44.010 22.7C | 2.68 V
18:07:45.007 22.7C | 2.66 V
18:07:47.008 22.7C | 2.66 V
18:07:48.008 22.7C | 2.69 V
18:07:49.381 22.7C | 2.66 V
18:07:50.007 22.7C | 2.66 V
18:07:51.008 22.7C | 2.68 V
18:07:53.007 22.7C | 2.66 V
18:07:54.008 22.7C | 2.66 V
18:07:55.008 22.7C | 2.68 V
18:07:56.008 22.7C | 2.67 V
18:07:58.008 22.7C | 2.66 V
18:07:59.239 22.7C | 2.68 V
18:08:00.007 22.7C | 2.66 V
18:08:01.007 22.7C | 2.66 V
18:08:02.007 22.7C | 2.69 V
18:08:04.007 22.7C | 2.67 V
18:08:05.008 22.7C | 2.67 V
18:08:06.007 22.7C | 2.69 V
18:08:07.008 22.7C | 2.67 V
18:08:09.007 22.7C | 2.67 V
18:08:10.008 22.7C | 2.68 V
18:08:11.007 22.7C | 2.67 V
18:08:12.008 22.7C | 2.67 V
18:08:14.008 22.7C | 2.68 V
18:08:15.008 22.7C | 2.67 V
18:08:16.008 22.7C | 2.67 V
18:08:17.007 22.7C | 2.68 V
18:08:18.007 22.7C | 2.67 V
18:08:19.601 22.7C | 2.67 V
18:08:21.007 22.7C | 2.68 V
18:08:22.007 22.7C | 2.67 V
18:08:23.007 22.7C | 2.67 V
18:08:25.007 22.7C | 2.68 V
18:08:26.009 22.7C | 2.67 V
18:08:27.008 22.7C | 2.67 V
18:08:28.007 22.7C | 2.69 V
18:08:29.553 22.7C | 2.67 V
18:08:31.009 22.7C | 2.67 V
18:08:32.007 22.7C | 2.68 V
18:08:33.008 22.7C | 2.70 V
18:08:34.008 22.7C | 2.70 V
18:08:36.008 22.7C | 2.71 V
18:08:37.007 22.7C | 2.70 V
18:08:38.007 22.7C | 2.70 V
18:08:39.007 22.7C | 2.71 V
18:08:40.007 22.7C | 2.70 V
18:08:42.010 22.7C | 2.69 V
18:08:43.007 22.7C | 2.70 V
18:08:44.541 22.7C | 2.69 V
18:08:45.411 22.7C | 2.69 V
18:08:47.007 22.7C | 2.71 V
18:08:48.032 22.7C | 2.70 V
18:08:49.008 22.7C | 2.69 V
18:08:50.008 22.7C | 2.70 V
18:08:51.007 22.7C | 2.69 V
18:08:53.007 22.7C | 2.68 V
18:08:54.007 22.7C | 2.70 V
18:08:55.008 22.7C | 2.69 V
18:08:56.007 22.7C | 2.68 V
18:08:58.008 22.7C | 2.70 V
18:08:59.007 22.7C | 2.70 V
18:09:00.007 22.7C | 2.68 V
18:09:01.007 22.7C | 2.70 V
18:09:03.007 22.7C | 2.69 V
18:09:04.008 22.7C | 2.67 V
18:09:05.008 22.7C | 2.69 V
18:09:06.008 22.7C | 2.69 V
18:09:07.007 22.7C | 2.68 V
18:09:09.035 22.7C | 2.68 V
18:09:10.007 22.7C | 2.69 V
18:09:11.007 22.7C | 2.68 V
18:09:12.007 22.7C | 2.69 V
18:09:14.008 22.7C | 2.69 V
18:09:15.007 22.7C | 2.68 V
18:09:16.007 22.7C | 2.68 V
18:09:17.007 22.7C | 2.69 V
18:09:18.007 22.7C | 2.68 V
18:09:20.010 22.7C | 2.69 V
18:09:21.007 22.7C | 2.69 V
18:09:22.008 22.7C | 2.68 V
18:09:23.008 22.7C | 2.69 V
18:09:25.008 22.7C | 2.68 V
18:09:26.008 22.7C | 2.68 V
18:09:27.007 22.7C | 2.68 V
18:09:28.007 22.7C | 2.69 V
18:09:29.007 22.7C | 2.68 V
18:09:31.008 22.7C | 2.68 V
18:09:32.008 22.7C | 2.70 V
18:09:33.008 22.7C | 2.67 V
18:09:34.007 22.7C | 2.69 V
18:09:36.008 22.7C | 2.68 V
18:09:37.008 22.7C | 2.67 V
18:09:38.009 22.7C | 2.69 V
18:09:39.242 22.7C | 2.69 V
18:09:40.924 22.7C | 2.67 V
18:09:42.007 22.7C | 2.69 V
18:09:43.010 22.7C | 2.70 V
18:09:44.007 22.7C | 2.67 V
18:09:45.008 22.7C | 2.67 V
18:09:47.010 22.7C | 2.69 V
18:09:48.008 22.7C | 2.67 V
18:09:49.420 22.7C | 2.69 V
18:09:50.008 22.7C | 2.69 V
18:09:52.007 22.7C | 2.67 V
18:09:53.007 22.7C | 2.68 V
18:09:54.007 22.7C | 2.69 V
18:09:55.008 22.7C | 2.67 V
18:09:56.008 22.7C | 2.68 V
18:09:58.007 22.7C | 2.69 V
18:09:59.007 22.7C | 2.67 V
18:10:00.008 22.7C | 2.68 V
18:10:01.010 22.7C | 2.69 V
18:10:03.008 22.7C | 2.67 V
18:10:04.007 22.7C | 2.68 V
18:10:05.201 22.7C | 2.69 V
18:10:06.465 22.7C | 2.66 V
18:10:07.083 22.7C | 2.68 V
18:10:09.007 22.7C | 2.69 V
18:10:10.007 22.7C | 2.67 V
18:10:11.007 22.7C | 2.68 V
18:10:12.008 22.7C | 2.68 V
18:10:14.007 22.7C | 2.67 V
18:10:15.007 22.7C | 2.68 V
18:10:16.007 22.7C | 2.67 V
18:10:17.007 22.7C | 2.67 V
18:10:18.008 22.7C | 2.67 V
18:10:20.007 22.7C | 2.69 V
18:10:21.008 22.7C | 2.67 V
18:10:22.007 22.7C | 2.67 V
18:10:23.008 22.7C | 2.69 V
18:10:25.008 22.7C | 2.67 V
18:10:26.008 22.7C | 2.67 V
18:10:27.007 22.7C | 2.67 V
18:10:28.007 22.7C | 2.66 V
18:10:30.007 22.7C | 2.66 V
18:10:31.007 22.7C | 2.68 V
18:10:32.009 22.7C | 2.67 V
18:10:33.009 22.7C | 2.67 V
18:10:34.197 22.7C | 2.68 V
18:10:35.419 22.7C | 2.66 V
18:10:36.651 22.7C | 2.66 V
18:10:38.008 22.7C | 2.68 V
18:10:39.008 22.7C | 2.67 V
18:10:41.008 22.7C | 2.67 V
18:10:42.007 22.7C | 2.68 V
18:10:43.007 22.7C | 2.67 V
18:10:44.012 22.7C | 2.67 V
18:10:45.007 22.7C | 2.69 V
18:10:47.007 22.7C | 2.66 V
18:10:48.007 22.7C | 2.66 V
18:10:49.007 22.7C | 2.69 V
18:10:50.007 22.7C | 2.67 V
18:10:52.008 22.7C | 2.66 V
18:10:53.008 22.7C | 2.68 V
18:10:54.008 22.7C | 2.67 V
18:10:55.008 22.7C | 2.66 V
18:10:56.008 22.7C | 2.68 V
18:10:58.007 22.7C | 2.67 V
18:10:59.009 22.7C | 2.66 V
18:11:00.007 22.7C | 2.67 V
18:11:01.007 22.7C | 2.66 V
18:11:03.007 22.7C | 2.66 V
18:11:04.007 22.7C | 2.68 V
18:11:05.008 22.7C | 2.66 V
18:11:06.007 22.7C | 2.66 V
18:11:07.007 22.7C | 2.66 V
18:11:08.180 22.7C | 2.66 V
18:11:10.008 22.7C | 2.66 V
18:11:11.008 22.7C | 2.67 V
18:11:12.007 22.7C | 2.66 V
18:11:14.007 22.7C | 2.66 V
18:11:15.007 22.7C | 2.67 V
18:11:16.008 22.7C | 2.66 V
18:11:17.007 22.7C | 2.67 V
18:11:19.008 22.7C | 2.68 V
18:11:20.007 22.7C | 2.67 V
18:11:21.007 22.7C | 2.66 V
18:11:22.007 22.7C | 2.69 V
18:11:23.009 22.7C | 2.67 V
18:11:25.007 22.7C | 2.66 V
18:11:26.007 22.7C | 2.68 V
18:11:27.008 22.7C | 2.67 V
18:11:28.007 22.7C | 2.67 V
18:11:30.007 22.7C | 2.68 V
18:11:31.007 22.7C | 2.67 V
18:11:32.007 22.7C | 2.67 V
18:11:33.008 22.7C | 2.69 V
18:11:34.007 22.7C | 2.66 V
18:11:36.007 22.7C | 2.66 V
18:11:37.008 22.7C | 2.68 V
18:11:38.008 22.7C | 2.67 V
18:11:39.186 22.7C | 2.66 V
18:11:41.007 22.7C | 2.69 V
18:11:42.007 22.7C | 2.67 V
18:11:43.007 22.7C | 2.66 V
18:11:44.008 22.7C | 2.68 V
18:11:45.007 22.7C | 2.67 V
18:11:47.009 22.7C | 2.66 V
18:11:48.007 22.7C | 2.69 V
18:11:49.007 22.7C | 2.67 V
18:11:50.007 22.7C | 2.67 V
18:11:52.007 22.7C | 2.68 V
18:11:53.007 22.7C | 2.68 V
18:11:54.007 22.7C | 2.67 V
18:11:55.008 22.7C | 2.67 V
18:11:56.007 22.7C | 2.67 V
18:11:58.007 22.7C | 2.67 V
18:11:59.008 22.7C | 2.68 V
18:12:00.007 22.7C | 2.67 V
18:12:01.007 22.7C | 2.66 V
18:12:03.008 22.7C | 2.68 V
18:12:04.007 22.7C | 2.68 V
18:12:05.007 22.7C | 2.67 V
18:12:06.007 22.7C | 2.67 V
18:12:08.008 22.7C | 2.67 V
18:12:09.007 22.7C | 2.66 V
18:12:10.008 22.7C | 2.67 V
18:12:11.007 22.7C | 2.67 V
18:12:12.007 22.7C | 2.67 V
18:12:14.007 22.7C | 2.68 V
18:12:15.008 22.7C | 2.67 V
18:12:16.007 22.7C | 2.66 V
18:12:17.012 22.7C | 2.68 V
18:12:19.008 22.7C | 2.67 V
18:12:20.013 22.7C | 2.66 V
18:12:21.007 22.7C | 2.68 V
18:12:22.007 22.7C | 2.68 V
18:12:23.008 22.7C | 2.66 V
18:12:25.007 22.7C | 2.67 V
18:12:26.007 22.7C | 2.67 V
18:12:27.009 22.7C | 2.66 V
18:12:28.007 22.7C | 2.68 V
18:12:30.008 22.7C | 2.67 V
18:12:31.007 22.7C | 2.66 V
18:12:32.007 22.7C | 2.66 V
18:12:33.007 22.7C | 2.67 V
18:12:34.007 22.7C | 2.66 V
18:12:36.007 22.7C | 2.67 V
18:12:37.007 22.7C | 2.68 V
18:12:38.007 22.7C | 2.66 V
18:12:39.007 22.7C | 2.67 V
18:12:41.007 22.7C | 2.68 V
18:12:42.007 22.7C | 2.66 V
18:12:43.009 22.7C | 2.68 V
18:12:44.007 22.7C | 2.68 V
18:12:45.008 22.7C | 2.66 V
18:12:47.007 22.7C | 2.67 V
